date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:04	1733/1733	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2257ebfeed-144b%22	http://mikekus.com/robots.txt		(from )
10:58:05	10617/10617	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/	C:/My%20Web%20Sites/Portfolio/mikekus.com/index.html	(from )
10:58:05	175/175	---M--	200	added ('OK')	image/x-icon	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/favicon.ico	C:/My%20Web%20Sites/Portfolio/mikekus.com/favicon.ico	(from http://mikekus.com/)
10:58:07	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	etag:%220a9c3256cb3534365821cd5f2d8e35e5:1447764573%22	http://cloud.typography.com/7329872/724742/css/fonts.css	C:/My%20Web%20Sites/Portfolio/cloud.typography.com/7329872/724742/css/fonts.1.delayed	(from http://mikekus.com/)
10:58:09	68501/68501	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/css/app.min.css	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/css/app.min.css	(from http://mikekus.com/)
10:58:09	3641/3641	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/css/png.min.css	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/css/png.min.css	(from http://mikekus.com/)
10:58:11	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:10%20GMT	http://mikekus.com/about	C:/My%20Web%20Sites/Portfolio/mikekus.com/about.7.delayed	(from http://mikekus.com/)
10:58:12	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:11%20GMT	http://mikekus.com/portfolio/beliyf	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/beliyf.8.delayed	(from http://mikekus.com/)
10:58:13	8497/8497	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/about/	C:/My%20Web%20Sites/Portfolio/mikekus.com/about/index.html	(from http://mikekus.com/)
10:58:14	6320/6320	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/beliyf/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/beliyf/index.html	(from http://mikekus.com/)
10:58:14	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:13%20GMT	http://mikekus.com/portfolio/invision	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/invision.a.delayed	(from http://mikekus.com/)
10:58:16	6586/6586	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/invision/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/invision/index.html	(from http://mikekus.com/)
10:58:18	356315/356315	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/fonts/390899/4047576FB5143B9FD.css	C:/My%20Web%20Sites/Portfolio/mikekus.com/fonts/390899/4047576FB5143B9FD.css	(from http://mikekus.com/)
10:58:19	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:17%20GMT	http://mikekus.com/portfolio/future-insights-2015	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/future-insights-2015.c.delayed	(from http://mikekus.com/)
10:58:20	6032/6032	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/future-insights-2015/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/future-insights-2015/index.html	(from http://mikekus.com/)
10:58:20	27805/27805	---MC-	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2020:19:01%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Portfolio/www.google-analytics.com/analytics.js	(from http://mikekus.com/)
10:58:21	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:20%20GMT	http://mikekus.com/portfolio/stamps	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/stamps.e.delayed	(from http://mikekus.com/)
10:58:22	5958/5958	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/stamps/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/stamps/index.html	(from http://mikekus.com/)
10:58:33	83581/83581	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/future-insights-2015/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/future-insights-2015/thumb.jpg	(from http://mikekus.com/)
10:58:34	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:33%20GMT	http://mikekus.com/portfolio/craftsmen	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/craftsmen.10.delayed	(from http://mikekus.com/)
10:58:35	6243/6243	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/craftsmen/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/craftsmen/index.html	(from http://mikekus.com/)
10:58:36	2372/2372	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/craftsmen/thumb.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/craftsmen/thumb.png	(from http://mikekus.com/)
10:58:36	131507/131507	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/beliyf/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/beliyf/thumb.jpg	(from http://mikekus.com/)
10:58:37	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:35%20GMT	http://mikekus.com/portfolio/mixd	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/mixd.12.delayed	(from http://mikekus.com/)
10:58:38	6010/6010	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/mixd/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/mixd/index.html	(from http://mikekus.com/)
10:58:38	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:37%20GMT	http://mikekus.com/portfolio/future-insights	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/future-insights.14.delayed	(from http://mikekus.com/)
10:58:39	5947/5947	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/future-insights/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/future-insights/index.html	(from http://mikekus.com/)
10:58:40	17063/17063	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixd/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixd/thumb.jpg	(from http://mikekus.com/)
10:58:41	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:39%20GMT	http://mikekus.com/portfolio/shopify	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/shopify.16.delayed	(from http://mikekus.com/)
10:58:41	6760/6760	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/shopify/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/shopify/index.html	(from http://mikekus.com/)
10:58:43	24619/24619	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/future-insights/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/future-insights/thumb.jpg	(from http://mikekus.com/)
10:58:44	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:42%20GMT	http://mikekus.com/portfolio/mixture	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/mixture.18.delayed	(from http://mikekus.com/)
10:58:45	5863/5863	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/mixture/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/mixture/index.html	(from http://mikekus.com/)
10:58:48	14018/14018	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/mixture/thumb.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/mixture/thumb.png	(from http://mikekus.com/)
10:58:48	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:47%20GMT	http://mikekus.com/portfolio/create-dm	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/create-dm.1a.delayed	(from http://mikekus.com/)
10:58:49	5961/5961	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/create-dm/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/create-dm/index.html	(from http://mikekus.com/)
10:58:53	17529/17529	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/create-dm/thumb.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/create-dm/thumb.png	(from http://mikekus.com/)
10:58:54	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:52%20GMT	http://mikekus.com/portfolio/smashing	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/smashing.1c.delayed	(from http://mikekus.com/)
10:58:54	5983/5983	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/smashing/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/smashing/index.html	(from http://mikekus.com/)
10:58:56	93953/93953	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/shopify/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/shopify/thumb.jpg	(from http://mikekus.com/)
10:58:57	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:28:55%20GMT	http://mikekus.com/portfolio/berocca	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/berocca.1e.delayed	(from http://mikekus.com/)
10:58:58	5890/5890	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/berocca/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/berocca/index.html	(from http://mikekus.com/)
10:59:01	39938/39938	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/smashing/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/smashing/thumb.jpg	(from http://mikekus.com/)
10:59:02	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:00%20GMT	http://mikekus.com/portfolio/olympics	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/olympics.20.delayed	(from http://mikekus.com/)
10:59:02	28645/28645	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/berocca/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/berocca/thumb.jpg	(from http://mikekus.com/)
10:59:03	5989/5989	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/olympics/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/olympics/index.html	(from http://mikekus.com/)
10:59:04	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:02%20GMT	http://mikekus.com/portfolio/giftrocket	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/giftrocket.22.delayed	(from http://mikekus.com/)
10:59:05	6023/6023	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/giftrocket/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/giftrocket/index.html	(from http://mikekus.com/)
10:59:07	12260/12260	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/giftrocket/thumb.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/giftrocket/thumb.png	(from http://mikekus.com/)
10:59:08	326819/326819	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/assets/img/portfolio/stamps/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/stamps/thumb.jpg	(from http://mikekus.com/)
10:59:08	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:06%20GMT	http://mikekus.com/portfolio/amazee	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/amazee.24.delayed	(from http://mikekus.com/)
10:59:08	372538/372538	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/invision/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/invision/thumb.jpg	(from http://mikekus.com/)
10:59:09	50164/50164	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/olympics/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/olympics/thumb.jpg	(from http://mikekus.com/)
10:59:09	5783/5783	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/amazee/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/amazee/index.html	(from http://mikekus.com/)
10:59:09	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:08%20GMT	http://mikekus.com/portfolio/chirp	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/chirp.26.delayed	(from http://mikekus.com/)
10:59:10	5798/5798	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/chirp/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/chirp/index.html	(from http://mikekus.com/)
10:59:11	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:09%20GMT	http://mikekus.com/portfolio/microsoft	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/microsoft.28.delayed	(from http://mikekus.com/)
10:59:11	45593/45593	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/amazee/thumb.jpg	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/amazee/thumb.jpg	(from http://mikekus.com/)
10:59:12	6046/6046	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/microsoft/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/microsoft/index.html	(from http://mikekus.com/)
10:59:12	18400/18400	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2017:33:33%20GMT	http://mikekus.com/assets/img/portfolio/chirp/thumb.png	C:/My%20Web%20Sites/Portfolio/mikekus.com/assets/img/portfolio/chirp/thumb.png	(from http://mikekus.com/)
10:59:12	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:11%20GMT	http://mikekus.com/portfolio/twitter	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/twitter.2a.delayed	(from http://mikekus.com/)
10:59:13	6044/6044	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202016%2017:33:34%20GMT	http://mikekus.com/portfolio/twitter/	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/twitter/index.html	(from http://mikekus.com/)
10:59:14	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202016%2005:29:12%20GMT	http://mikekus.com/portfolio/graphic-design	C:/My%20Web%20Sites/Portfolio/mikekus.com/portfolio/graphic-design.2c.delayed	(from http://mikekus.com/)
